"","YEAR","MONTH","LOCATION","MEAN_24HOUR","SEASON"
"1177",2008,4,"Royal Pde S Bound Lane",957.214285714286,"Autumn"
"1178",2007,11,"St Georges Road No.1",958.266666666667,"Spring"
"1179",2011,6,"Main Yarra Trail, South Bank",959.586206896552,"Winter"
"1180",2012,4,"Gardiners Creek Trail No. 2",959.642857142857,"Autumn"
"1181",2011,6,"Bay Trail in St Kilda",962.241379310345,"Winter"
"1182",2006,8,"Bay Trail in St Kilda",964.129032258065,"Winter"
"1183",2009,11,"Capital City Trail, Princes Hill",965.366666666667,"Spring"
"1184",2010,11,"Capital City Trail, Princes Hill",966.133333333333,"Spring"
"1185",2011,8,"Capital City Trail, Princes Hill",966.466666666667,"Winter"
"1186",2013,1,"Napier St Path, Yarra City",968.428571428571,"Summer"
"1187",2013,1,"Main Yarra Trail No.1",968.47619047619,"Summer"
"1188",2007,12,"Main Yarra Trail, South Bank",970.2,"Summer"
"1189",2011,10,"Capital City Trail, Princes Hill",972.366666666667,"Spring"
"1190",2011,7,"Main Yarra Trail, North Bank NEW",973.838709677419,"Winter"
"1191",2006,1,"Main Yarra Trail, South Bank",975.5,"Summer"
"1192",2011,9,"St Kilda Rd N Bound Lane",975.583333333333,"Spring"
"1193",2011,9,"St Kilda Rd S Bound Lane",975.583333333333,"Spring"
"1194",2008,5,"Royal Pde N Bound Lane",977.2,"Autumn"
"1195",2008,5,"Royal Pde S Bound Lane",977.2,"Autumn"
"1196",2012,10,"Tram 109 Trail",979.037037037037,"Spring"
"1197",2008,5,"St Georges Road No.1",979.833333333333,"Autumn"
"1198",2012,2,"Tram 109 Trail",980.25,"Summer"
"1199",2008,9,"St Georges Road No.1",980.275862068965,"Spring"
"1200",2009,4,"Royal Pde N Bound Lane",980.722222222222,"Autumn"
"1201",2009,4,"Royal Pde S Bound Lane",980.722222222222,"Autumn"
"1202",2009,8,"St Georges Road No.1",981.033333333333,"Winter"
"1203",2006,12,"Footscray Road Path",981.387096774194,"Summer"
"1204",2006,9,"Bay Trail in St Kilda",981.933333333333,"Spring"
"1205",2010,11,"Royal Pde N Bound Lane",984.716666666667,"Spring"
"1206",2010,11,"Royal Pde S Bound Lane",984.716666666667,"Spring"
"1207",2007,4,"Main Yarra Trail, South Bank",988.766666666667,"Autumn"
"1208",2008,2,"Capital City Trail, Princes Hill",990.035714285714,"Summer"
"1209",2011,5,"St Kilda Rd N Bound Lane",991.725806451613,"Autumn"
"1210",2011,5,"St Kilda Rd S Bound Lane",991.725806451613,"Autumn"
"1211",2010,8,"St Georges Road No.1",992.5,"Winter"
"1212",2010,5,"Main Yarra Trail, South Bank",992.774193548387,"Autumn"
"1213",2009,5,"Royal Pde N Bound Lane",993.366666666667,"Autumn"
"1214",2009,5,"Royal Pde S Bound Lane",993.366666666667,"Autumn"
"1215",2012,1,"Capital City Trail, Princes Hill",1000,"Summer"
"1216",2009,7,"St Georges Road No.1",1001.29032258065,"Winter"
"1217",2009,6,"St Georges Road No.1",1002.1724137931,"Winter"
"1218",2008,3,"St Georges Road No.1",1002.1935483871,"Autumn"
"1219",2010,9,"Main Yarra Trail, South Bank",1004.34482758621,"Spring"
"1220",2006,11,"Main Yarra Trail, South Bank",1004.8,"Spring"
"1221",2006,8,"Footscray Road Path",1006,"Winter"
"1222",2007,8,"Footscray Road Path",1006.6,"Winter"
"1223",2008,3,"Bay Trail in St Kilda",1007.61290322581,"Autumn"
"1224",2012,5,"Main Yarra Trail, South Bank",1007.71428571429,"Autumn"
"1225",2012,1,"St Kilda Rd N Bound Lane",1008.82258064516,"Summer"
"1226",2012,1,"St Kilda Rd S Bound Lane",1008.82258064516,"Summer"
"1227",2009,10,"Royal Pde N Bound Lane",1008.83333333333,"Spring"
"1228",2009,10,"Royal Pde S Bound Lane",1008.83333333333,"Spring"
"1229",2011,8,"St Kilda Rd N Bound Lane",1009.55,"Winter"
"1230",2011,8,"St Kilda Rd S Bound Lane",1009.55,"Winter"
"1231",2011,9,"Royal Pde N Bound Lane",1011.01666666667,"Spring"
"1232",2011,9,"Royal Pde S Bound Lane",1011.01666666667,"Spring"
"1233",2011,4,"St Kilda Rd N Bound Lane",1011.18918918919,"Autumn"
"1234",2011,4,"St Kilda Rd S Bound Lane",1011.18918918919,"Autumn"
"1235",2011,1,"St Kilda Rd N Bound Lane",1014.74193548387,"Summer"
"1236",2011,1,"St Kilda Rd S Bound Lane",1014.74193548387,"Summer"
"1237",2011,9,"Main Yarra Trail, South Bank",1015.31034482759,"Spring"
"1238",2008,11,"Main Yarra Trail, South Bank",1015.76666666667,"Spring"
"1239",2010,6,"St Georges Road No.1",1016.34615384615,"Winter"
"1240",2007,11,"Main Yarra Trail, South Bank",1019.6,"Spring"
"1241",2010,10,"Royal Pde N Bound Lane",1022.53571428571,"Spring"
"1242",2010,10,"Royal Pde S Bound Lane",1022.53571428571,"Spring"
"1243",2010,4,"Capital City Trail, Princes Hill",1022.80769230769,"Autumn"
"1244",2006,9,"Footscray Road Path",1026.46666666667,"Spring"
"1245",2006,7,"Cannings Street, Carlton",1026.56666666667,"Winter"
"1246",2006,1,"Cannings Street, Carlton",1027.2,"Summer"
"1247",2007,12,"Bay Trail in St Kilda",1027.53333333333,"Summer"
"1248",2008,9,"Bay Trail in St Kilda",1028.03448275862,"Spring"
"1249",2009,5,"Bay Trail in St Kilda",1028.54838709677,"Autumn"
"1250",2010,5,"Royal Pde N Bound Lane",1029.33870967742,"Autumn"
"1251",2010,5,"Royal Pde S Bound Lane",1029.33870967742,"Autumn"
"1252",2009,1,"Main Yarra Trail, South Bank",1029.35483870968,"Summer"
"1253",2012,10,"Gardiners Creek Trail No. 2",1029.38461538462,"Spring"
"1254",2007,3,"Main Yarra Trail, South Bank",1030.26666666667,"Autumn"
"1255",2008,2,"Bay Trail in St Kilda",1033,"Summer"
"1256",2007,10,"Main Yarra Trail, South Bank",1036.3,"Spring"
"1257",2011,10,"St Kilda Rd N Bound Lane",1037.32142857143,"Spring"
"1258",2011,10,"St Kilda Rd S Bound Lane",1037.32142857143,"Spring"
"1259",2011,5,"Royal Pde N Bound Lane",1037.38709677419,"Autumn"
"1260",2011,5,"Royal Pde S Bound Lane",1037.38709677419,"Autumn"
"1261",2011,8,"Main Yarra Trail, South Bank",1038.93333333333,"Winter"
"1262",2009,2,"Capital City Trail, Princes Hill",1039.22222222222,"Summer"
"1263",2010,2,"Royal Pde N Bound Lane",1041.27777777778,"Summer"
"1264",2010,2,"Royal Pde S Bound Lane",1041.27777777778,"Summer"
"1265",2010,3,"Main Yarra Trail, South Bank",1042.93548387097,"Autumn"
"1266",2012,5,"Bay Trail in St Kilda",1043,"Autumn"
"1267",2012,10,"Napier St Path, Yarra City",1044.65517241379,"Spring"
"1268",2009,10,"Main Yarra Trail, South Bank",1052.58620689655,"Spring"
"1269",2012,8,"Royal Pde N Bound Lane",1052.66666666667,"Winter"
"1270",2012,8,"Royal Pde S Bound Lane",1052.66666666667,"Winter"
"1271",2007,11,"Bay Trail in St Kilda",1054.23333333333,"Spring"
"1272",2010,8,"Footscray Road Path",1054.76666666667,"Winter"
"1273",2011,7,"Main Yarra Trail, North Bank",1056.25806451613,"Winter"
"1274",2012,12,"Royal Pde N Bound Lane",1056.97222222222,"Summer"
"1275",2012,12,"Royal Pde S Bound Lane",1056.97222222222,"Summer"
"1276",2012,12,"St Kilda Rd N Bound Lane",1057.77142857143,"Summer"
"1277",2012,12,"St Kilda Rd S Bound Lane",1057.77142857143,"Summer"
"1278",2012,3,"Napier St Path, Yarra City",1058.4,"Autumn"
"1279",2011,5,"Main Yarra Trail, South Bank",1059.35483870968,"Autumn"
"1280",2012,5,"St Kilda Rd N Bound Lane",1059.55555555556,"Autumn"
"1281",2012,5,"St Kilda Rd S Bound Lane",1059.55555555556,"Autumn"
"1282",2011,7,"St Georges Road No.1",1060.61290322581,"Winter"
"1283",2011,11,"Capital City Trail, Princes Hill",1061.53333333333,"Spring"
"1284",2011,11,"Royal Pde N Bound Lane",1062.41666666667,"Spring"
"1285",2011,11,"Royal Pde S Bound Lane",1062.41666666667,"Spring"
"1286",2012,11,"Napier St Path, Yarra City",1063.72413793103,"Spring"
"1287",2007,7,"Cannings Street, Carlton",1064.06451612903,"Winter"
"1288",2011,11,"St Kilda Rd N Bound Lane",1067.75,"Spring"
"1289",2011,11,"St Kilda Rd S Bound Lane",1067.75,"Spring"
"1290",2010,4,"Royal Pde N Bound Lane",1067.90740740741,"Autumn"
"1291",2010,4,"Royal Pde S Bound Lane",1067.90740740741,"Autumn"
"1292",2012,9,"Capital City Trail, Princes Hill",1068.06666666667,"Spring"
"1293",2010,3,"Capital City Trail, Princes Hill",1070.23333333333,"Autumn"
"1294",2012,2,"Gardiners Creek Trail No. 2",1071.67857142857,"Summer"
"1295",2011,12,"Main Yarra Trail, South Bank",1072.8,"Summer"
"1296",2009,3,"Royal Pde N Bound Lane",1074.25,"Autumn"
"1297",2009,3,"Royal Pde S Bound Lane",1074.25,"Autumn"
"1298",2009,2,"Royal Pde N Bound Lane",1074.375,"Summer"
"1299",2009,2,"Royal Pde S Bound Lane",1074.375,"Summer"
"1300",2009,9,"St Georges Road No.1",1075.46666666667,"Spring"
"1301",2008,4,"St Georges Road No.1",1076.16666666667,"Autumn"
"1302",2010,7,"St Georges Road No.1",1077.32258064516,"Winter"
"1303",2008,11,"St Georges Road No.1",1077.4,"Spring"
"1304",2012,9,"Royal Pde N Bound Lane",1082.25,"Spring"
"1305",2012,9,"Royal Pde S Bound Lane",1082.25,"Spring"
"1306",2010,12,"St Georges Road No.1",1084.16666666667,"Summer"
"1307",2012,9,"Main Yarra Trail, South Bank",1085.36666666667,"Spring"
"1308",2011,2,"Royal Pde N Bound Lane",1086.5,"Summer"
"1309",2011,2,"Royal Pde S Bound Lane",1086.5,"Summer"
"1310",2011,10,"Royal Pde N Bound Lane",1087.26785714286,"Spring"
"1311",2011,10,"Royal Pde S Bound Lane",1087.26785714286,"Spring"
"1312",2010,5,"Bay Trail in St Kilda",1087.32258064516,"Autumn"
"1313",2008,1,"Main Yarra Trail, South Bank",1088.94117647059,"Summer"
"1314",2006,10,"Main Yarra Trail, South Bank",1090.46666666667,"Spring"
"1315",2010,9,"St Georges Road No.1",1090.8,"Spring"
"1316",2010,12,"Main Yarra Trail, South Bank",1093.46666666667,"Summer"
"1317",2011,8,"Royal Pde N Bound Lane",1093.65,"Winter"
"1318",2011,8,"Royal Pde S Bound Lane",1093.65,"Winter"
"1319",2007,12,"Footscray Road Path",1094.4,"Summer"
"1320",2007,7,"Gardiners Creek Trail No.1",1095.12903225806,"Winter"
"1321",2008,5,"St Kilda Rd N Bound Lane",1096.6,"Autumn"
"1322",2008,5,"St Kilda Rd S Bound Lane",1096.6,"Autumn"
"1323",2009,8,"Footscray Road Path",1099.73333333333,"Winter"
"1324",2012,4,"St Kilda Rd N Bound Lane",1101.48148148148,"Autumn"
"1325",2012,4,"St Kilda Rd S Bound Lane",1101.48148148148,"Autumn"
"1326",2006,12,"Bay Trail in St Kilda",1102.83870967742,"Summer"
"1327",2008,4,"St Kilda Rd N Bound Lane",1103.3,"Autumn"
"1328",2008,4,"St Kilda Rd S Bound Lane",1103.3,"Autumn"
"1329",2012,11,"St Kilda Rd N Bound Lane",1104.13333333333,"Spring"
"1330",2012,11,"St Kilda Rd S Bound Lane",1104.13333333333,"Spring"
"1331",2009,3,"Main Yarra Trail, South Bank",1106.70967741935,"Autumn"
"1332",2012,12,"Cannings Street, Carlton",1107.36666666667,"Summer"
"1333",2008,12,"Bay Trail in St Kilda",1109,"Summer"
"1334",2012,11,"Royal Pde N Bound Lane",1109.38333333333,"Spring"
"1335",2012,11,"Royal Pde S Bound Lane",1109.38333333333,"Spring"
"1336",2006,12,"Cannings Street, Carlton",1111.51612903226,"Summer"
"1337",2008,10,"Royal Pde N Bound Lane",1113.1,"Spring"
"1338",2008,10,"Royal Pde S Bound Lane",1113.1,"Spring"
"1339",2007,6,"Cannings Street, Carlton",1113.48275862069,"Winter"
"1340",2010,4,"Main Yarra Trail, South Bank",1115.65384615385,"Autumn"
"1341",2008,2,"St Georges Road No.1",1115.92592592593,"Summer"
"1342",2006,10,"St Georges Road No.1",1116,"Spring"
"1343",2008,10,"Main Yarra Trail, South Bank",1117.37931034483,"Spring"
"1344",2011,9,"Bay Trail in St Kilda",1117.37931034483,"Spring"
"1345",2007,9,"Footscray Road Path",1117.96666666667,"Spring"
"1346",2006,6,"Cannings Street, Carlton",1119.27586206897,"Winter"
"1347",2010,6,"Footscray Road Path",1123.27586206897,"Winter"
"1348",2006,1,"Footscray Road Path",1126.4,"Summer"
"1349",2009,11,"Main Yarra Trail, South Bank",1132.2380952381,"Spring"
"1350",2009,12,"St Georges Road No.1",1132.93548387097,"Summer"
"1351",2005,12,"Gardiners Creek Trail No.1",1133.7,"Summer"
"1352",2006,11,"Footscray Road Path",1134.23333333333,"Spring"
"1353",2006,11,"Bay Trail in St Kilda",1135.16666666667,"Spring"
"1354",2011,2,"Capital City Trail, Princes Hill",1137.74074074074,"Summer"
"1355",2008,8,"Footscray Road Path",1139.87096774194,"Winter"
"1356",2011,7,"Footscray Road Path",1143,"Winter"
"1357",2009,1,"St Georges Road No.1",1145.87096774194,"Summer"
"1358",2008,7,"Footscray Road Path",1153.93548387097,"Winter"
"1359",2006,4,"Cannings Street, Carlton",1154,"Autumn"
"1360",2010,2,"Capital City Trail, Princes Hill",1157.39285714286,"Summer"
"1361",2012,4,"Royal Pde N Bound Lane",1157.56862745098,"Autumn"
"1362",2012,4,"Royal Pde S Bound Lane",1157.56862745098,"Autumn"
"1363",2007,6,"Gardiners Creek Trail No.1",1157.75862068966,"Winter"
"1364",2012,10,"St Kilda Rd N Bound Lane",1158.49180327869,"Spring"
"1365",2012,10,"St Kilda Rd S Bound Lane",1158.49180327869,"Spring"
"1366",2012,3,"St Kilda Rd N Bound Lane",1160.35483870968,"Autumn"
"1367",2012,3,"St Kilda Rd S Bound Lane",1160.35483870968,"Autumn"
"1368",2010,1,"Main Yarra Trail, South Bank",1162.16666666667,"Summer"
"1369",2012,6,"St Georges Road No.1",1163.33333333333,"Winter"
"1370",2008,11,"Bay Trail in St Kilda",1169.33333333333,"Spring"
"1371",2010,3,"Royal Pde N Bound Lane",1172.09677419355,"Autumn"
"1372",2010,3,"Royal Pde S Bound Lane",1172.09677419355,"Autumn"
"1373",2011,6,"Main Yarra Trail, North Bank NEW",1173.58620689655,"Winter"
"1374",2007,12,"Cannings Street, Carlton",1173.83333333333,"Summer"
"1375",2012,2,"Napier St Path, Yarra City",1174.17857142857,"Summer"
"1376",2011,5,"Main Yarra Trail, North Bank NEW",1176.8064516129,"Autumn"
"1377",2005,12,"Main Yarra Trail, North Bank",1177.76923076923,"Summer"
"1378",2011,8,"Bay Trail in St Kilda",1181.23333333333,"Winter"
"1379",2006,3,"Main Yarra Trail, South Bank",1184.84,"Autumn"
"1380",2007,5,"Footscray Road Path",1185.64516129032,"Autumn"
"1381",2008,7,"Royal Pde N Bound Lane",1187.5,"Winter"
"1382",2008,7,"Royal Pde S Bound Lane",1187.5,"Winter"
"1383",2009,10,"Bay Trail in St Kilda",1187.5,"Spring"
"1384",2011,3,"Capital City Trail, Princes Hill",1189.16129032258,"Autumn"
"1385",2010,7,"Footscray Road Path",1189.58064516129,"Winter"
"1386",2005,12,"Bay Trail in St Kilda",1193.25,"Summer"
"1387",2012,7,"St Georges Road No.1",1195.38709677419,"Winter"
"1388",2008,2,"Main Yarra Trail, South Bank",1199.21428571429,"Summer"
"1389",2011,6,"St Georges Road No.1",1200.62068965517,"Winter"
"1390",2011,2,"St Kilda Rd N Bound Lane",1201,"Summer"
"1391",2011,2,"St Kilda Rd S Bound Lane",1201,"Summer"
"1392",2010,1,"St Georges Road No.1",1202.76666666667,"Summer"
"1393",2006,2,"Main Yarra Trail, South Bank",1210.85714285714,"Summer"
"1394",2009,5,"St Georges Road No.1",1211.25806451613,"Autumn"
"1395",2006,9,"Cannings Street, Carlton",1214.16666666667,"Spring"
"1396",2008,10,"St Georges Road No.1",1215.44827586207,"Spring"
"1397",2012,4,"Main Yarra Trail, South Bank",1216.71428571429,"Autumn"
"1398",2008,12,"Footscray Road Path",1217.73333333333,"Summer"
"1399",2011,1,"St Georges Road No.1",1218.54838709677,"Summer"
"1400",2009,4,"St Georges Road No.1",1218.57142857143,"Autumn"
"1401",2007,1,"Cannings Street, Carlton",1219.2,"Summer"
"1402",2011,10,"Main Yarra Trail, South Bank",1220.72413793103,"Spring"
"1403",2012,9,"Bay Trail in St Kilda",1221.16666666667,"Spring"
"1404",2008,1,"Bay Trail in St Kilda",1221.77419354839,"Summer"
"1405",2012,10,"Royal Pde N Bound Lane",1222.91666666667,"Spring"
"1406",2012,10,"Royal Pde S Bound Lane",1222.91666666667,"Spring"
"1407",2012,1,"Main Yarra Trail, South Bank",1229.12903225806,"Summer"
"1408",2009,4,"Bay Trail in St Kilda",1230.32142857143,"Autumn"
"1409",2009,6,"Footscray Road Path",1235.79310344828,"Winter"
"1410",2009,10,"St Georges Road No.1",1237,"Spring"
"1411",2006,10,"Bay Trail in St Kilda",1237.6,"Spring"
"1412",2007,2,"Main Yarra Trail, South Bank",1237.67857142857,"Summer"
"1413",2008,10,"Bay Trail in St Kilda",1239.27586206897,"Spring"
"1414",2011,4,"Main Yarra Trail, South Bank",1245.66666666667,"Autumn"
"1415",2009,9,"Footscray Road Path",1246.4,"Spring"
"1416",2010,10,"Bay Trail in St Kilda",1248.03571428571,"Spring"
"1417",2005,11,"Bay Trail in St Kilda",1248.6,"Spring"
"1418",2011,6,"Footscray Road Path",1249.41379310345,"Winter"
"1419",2012,12,"Main Yarra Trail, South Bank",1256.83333333333,"Summer"
"1420",2011,6,"Main Yarra Trail, North Bank",1258.89655172414,"Winter"
"1421",2012,11,"Capital City Trail, Princes Hill",1259.4,"Spring"
"1422",2009,7,"Footscray Road Path",1260.58064516129,"Winter"
"1423",2006,7,"Main Yarra Trail, North Bank",1266.23333333333,"Winter"
"1424",2007,9,"Cannings Street, Carlton",1267.16666666667,"Spring"
"1425",2010,12,"Bay Trail in St Kilda",1269.46666666667,"Summer"
"1426",2011,5,"Main Yarra Trail, North Bank",1270.77272727273,"Autumn"
"1427",2012,3,"Capital City Trail, Princes Hill",1272.41379310345,"Autumn"
"1428",2010,9,"Footscray Road Path",1273.43333333333,"Spring"
"1429",2012,5,"Royal Pde N Bound Lane",1274.25,"Autumn"
"1430",2012,5,"Royal Pde S Bound Lane",1274.25,"Autumn"
"1431",2006,12,"Main Yarra Trail, North Bank",1275.03225806452,"Summer"
"1432",2007,3,"Bay Trail in St Kilda",1276.66666666667,"Autumn"
"1433",2011,4,"Main Yarra Trail, North Bank NEW",1279.16666666667,"Autumn"
"1434",2012,12,"Capital City Trail, Princes Hill",1279.18181818182,"Summer"
"1435",2012,2,"Royal Pde N Bound Lane",1281.5652173913,"Summer"
"1436",2012,2,"Royal Pde S Bound Lane",1281.5652173913,"Summer"
"1437",2011,3,"St Kilda Rd N Bound Lane",1281.58620689655,"Autumn"
"1438",2011,3,"St Kilda Rd S Bound Lane",1281.58620689655,"Autumn"
"1439",2006,2,"Footscray Road Path",1283.25,"Summer"
"1440",2012,11,"Main Yarra Trail, South Bank",1283.7,"Spring"
"1441",2010,12,"Footscray Road Path",1285.73333333333,"Summer"
"1442",2006,8,"Cannings Street, Carlton",1287.38709677419,"Winter"
"1443",2007,7,"Main Yarra Trail, North Bank",1287.38709677419,"Winter"
"1444",2013,1,"Cannings Street, Carlton",1289.04761904762,"Summer"
"1445",2008,6,"Footscray Road Path",1291.60714285714,"Winter"
"1446",2012,8,"St Georges Road No.1",1295.96153846154,"Winter"
"1447",2006,6,"Main Yarra Trail, North Bank",1299.1724137931,"Winter"
"1448",2012,6,"Main Yarra Trail, North Bank NEW",1299.71428571429,"Winter"
"1449",2012,10,"Capital City Trail, Princes Hill",1300.85714285714,"Spring"
"1450",2006,5,"Cannings Street, Carlton",1301.16129032258,"Autumn"
"1451",2011,5,"St Georges Road No.1",1301.67741935484,"Autumn"
"1452",2012,8,"Main Yarra Trail, North Bank NEW",1303.23333333333,"Winter"
"1453",2007,6,"Main Yarra Trail, North Bank",1303.31034482759,"Winter"
"1454",2012,12,"Bay Trail in St Kilda",1305.1,"Summer"
"1455",2006,10,"Footscray Road Path",1306.86666666667,"Spring"
"1456",2011,10,"Bay Trail in St Kilda",1307.93103448276,"Spring"
"1457",2010,10,"St Georges Road No.1",1310.28571428571,"Spring"
"1458",2012,2,"St Kilda Rd N Bound Lane",1310.70833333333,"Summer"
"1459",2012,2,"St Kilda Rd S Bound Lane",1310.70833333333,"Summer"
"1460",2012,2,"Capital City Trail, Princes Hill",1311.57142857143,"Summer"
"1461",2011,12,"St Georges Road No.1",1312,"Summer"
"1462",2010,5,"St Georges Road No.1",1313.93548387097,"Autumn"
"1463",2012,3,"Main Yarra Trail, South Bank",1316.35714285714,"Autumn"
"1464",2010,4,"Bay Trail in St Kilda",1316.42307692308,"Autumn"
"1465",2007,1,"Footscray Road Path",1317.76666666667,"Summer"
"1466",2007,8,"Cannings Street, Carlton",1321.43333333333,"Winter"
"1467",2006,9,"Gardiners Creek Trail No.1",1322.33333333333,"Spring"
"1468",2011,11,"Main Yarra Trail, South Bank",1322.4,"Spring"
"1469",2006,12,"Gardiners Creek Trail No.1",1326.45161290323,"Summer"
"1470",2011,4,"St Georges Road No.1",1328.20689655172,"Autumn"
"1471",2009,3,"Bay Trail in St Kilda",1328.32258064516,"Autumn"
"1472",2011,9,"St Georges Road No.1",1329.06666666667,"Spring"
"1473",2008,7,"Gardiners Creek Trail No.1",1330.12903225806,"Winter"
"1474",2010,11,"Bay Trail in St Kilda",1331.73333333333,"Spring"
"1475",2011,5,"Footscray Road Path",1338.58064516129,"Autumn"
"1476",2010,11,"St Georges Road No.1",1340.3,"Spring"
"1477",2008,7,"Cannings Street, Carlton",1340.90322580645,"Winter"
"1478",2010,2,"Main Yarra Trail, South Bank",1342,"Summer"
"1479",2009,11,"St Georges Road No.1",1345.8,"Spring"
"1480",2007,11,"Footscray Road Path",1346.46666666667,"Spring"
"1481",2012,7,"Main Yarra Trail, North Bank NEW",1347.75,"Winter"
"1482",2011,1,"Main Yarra Trail, South Bank",1349.74193548387,"Summer"
"1483",2006,3,"Footscray Road Path",1356.9,"Autumn"
"1484",2006,11,"Cannings Street, Carlton",1357.16666666667,"Spring"
"1485",2011,4,"Bay Trail in St Kilda",1357.58620689655,"Autumn"
"1486",2005,11,"Cannings Street, Carlton",1359,"Spring"
"1487",2007,4,"Footscray Road Path",1359.33333333333,"Autumn"
"1488",2009,2,"Main Yarra Trail, South Bank",1365.03703703704,"Summer"
"1489",2008,8,"Gardiners Creek Trail No.1",1365.8064516129,"Winter"
"1490",2012,3,"Royal Pde N Bound Lane",1366.20967741935,"Autumn"
"1491",2012,3,"Royal Pde S Bound Lane",1366.20967741935,"Autumn"
"1492",2010,5,"Footscray Road Path",1366.54838709677,"Autumn"
"1493",2010,10,"Main Yarra Trail, South Bank",1370.96428571429,"Spring"
"1494",2008,11,"Footscray Road Path",1373.36666666667,"Spring"
"1495",2009,3,"St Georges Road No.1",1373.41935483871,"Autumn"
"1496",2012,11,"Footscray Road Path",1373.66666666667,"Spring"
"1497",2008,12,"Cannings Street, Carlton",1374.4,"Summer"
"1498",2011,8,"St Georges Road No.1",1377,"Winter"
"1499",2007,10,"Footscray Road Path",1383.6,"Spring"
"1500",2006,2,"Cannings Street, Carlton",1386.32142857143,"Summer"
"1501",2008,8,"Cannings Street, Carlton",1388.58064516129,"Winter"
"1502",2008,9,"Footscray Road Path",1390.37931034483,"Spring"
"1503",2012,1,"St Georges Road No.1",1390.93548387097,"Summer"
"1504",2012,9,"St Georges Road No.1",1402.6,"Spring"
"1505",2007,4,"Bay Trail in St Kilda",1409.06666666667,"Autumn"
"1506",2006,11,"Main Yarra Trail, North Bank",1410.96666666667,"Spring"
"1507",2009,12,"Bay Trail in St Kilda",1424.03225806452,"Summer"
"1508",2011,10,"St Georges Road No.1",1425.23333333333,"Spring"
"1509",2008,1,"Cannings Street, Carlton",1427.1935483871,"Summer"
"1510",2006,2,"Bay Trail in St Kilda",1430.32142857143,"Summer"
"1511",2010,12,"Cannings Street, Carlton",1432.33333333333,"Summer"
"1512",2011,2,"Bay Trail in St Kilda",1435.48148148148,"Summer"
"1513",2012,3,"Bay Trail in St Kilda",1435.88888888889,"Autumn"
"1514",2011,4,"Footscray Road Path",1437.13793103448,"Autumn"
"1515",2008,6,"Cannings Street, Carlton",1437.20689655172,"Winter"
"1516",2010,11,"Main Yarra Trail, South Bank",1437.7,"Spring"
"1517",2009,5,"Footscray Road Path",1438.61290322581,"Autumn"
"1518",2009,11,"Bay Trail in St Kilda",1443.56666666667,"Spring"
"1519",2011,9,"Footscray Road Path",1443.66666666667,"Spring"
"1520",2010,4,"St Georges Road No.1",1449.38461538462,"Autumn"
"1521",2011,12,"Footscray Road Path",1451.93333333333,"Summer"
"1522",2011,8,"Main Yarra Trail, North Bank NEW",1452.86666666667,"Winter"
"1523",2009,2,"St Georges Road No.1",1453.48148148148,"Summer"
"1524",2006,5,"Main Yarra Trail, North Bank",1454.06451612903,"Autumn"
"1525",2007,3,"Footscray Road Path",1455.43333333333,"Autumn"
"1526",2012,8,"Footscray Road Path",1456.53571428571,"Winter"
"1527",2007,8,"Gardiners Creek Trail No.1",1460.06666666667,"Winter"
"1528",2009,6,"Cannings Street, Carlton",1462.8,"Winter"
"1529",2011,3,"Bay Trail in St Kilda",1463.03225806452,"Autumn"
"1530",2009,12,"Footscray Road Path",1464.67741935484,"Summer"
"1531",2008,6,"Gardiners Creek Trail No.1",1465.44827586207,"Winter"
"1532",2009,10,"Footscray Road Path",1467.44827586207,"Spring"
"1533",2012,7,"Cannings Street, Carlton",1468.14285714286,"Winter"
"1534",2007,1,"Bay Trail in St Kilda",1468.86666666667,"Summer"
"1535",2007,5,"Cannings Street, Carlton",1473,"Autumn"
"1536",2010,8,"Cannings Street, Carlton",1473.23333333333,"Winter"
"1537",2012,6,"Footscray Road Path",1473.3,"Winter"
"1538",2009,4,"Footscray Road Path",1475.35714285714,"Autumn"
"1539",2010,3,"Bay Trail in St Kilda",1475.58620689655,"Autumn"
"1540",2011,12,"Bay Trail in St Kilda",1476.33333333333,"Summer"
"1541",2011,11,"Bay Trail in St Kilda",1478.06666666667,"Spring"
"1542",2007,4,"Cannings Street, Carlton",1480.26666666667,"Autumn"
"1543",2012,11,"Cannings Street, Carlton",1481.44827586207,"Spring"
"1544",2011,9,"Main Yarra Trail, North Bank NEW",1485.96551724138,"Spring"
"1545",2009,9,"Cannings Street, Carlton",1489,"Spring"
"1546",2008,7,"Main Yarra Trail, North Bank",1489.70967741935,"Winter"
"1547",2007,5,"Gardiners Creek Trail No.1",1493.16129032258,"Autumn"
"1548",2009,12,"Cannings Street, Carlton",1493.29032258065,"Summer"
"1549",2012,7,"Footscray Road Path",1493.93548387097,"Winter"
"1550",2006,11,"Gardiners Creek Trail No.1",1494.3,"Spring"
"1551",2012,6,"Cannings Street, Carlton",1499.68,"Winter"
"1552",2012,5,"St Georges Road No.1",1502.83333333333,"Autumn"
"1553",2006,10,"Cannings Street, Carlton",1504.26666666667,"Spring"
"1554",2011,11,"St Georges Road No.1",1505.86666666667,"Spring"
"1555",2011,7,"Cannings Street, Carlton",1507.96774193548,"Winter"
"1556",2006,1,"Gardiners Creek Trail No.1",1508.6,"Summer"
"1557",2008,3,"Footscray Road Path",1513.35483870968,"Autumn"
"1558",2007,2,"Bay Trail in St Kilda",1513.82142857143,"Summer"
